PublicationID,PublicationType,Title,Authors,CreationDate
879,Internal technical report/Rapport technique interne,Gap Analysis for Mining Extraction Issues in Canada's Nort - Project Summary Report,Karen Beaudoin,2016-05-18
880,Internal technical report/Rapport technique interne,Solid-Phase separation of actinides and lanthanides,Whittey-Lévéillé,2016-05-17
881,Internal technical report/Rapport technique interne,REE characterization : linking mineralogical variation to flotation and leaching performance,Yves Thibeault,2016-05-12
882,Internal technical report/Rapport technique interne,Characterization of filtration and fouling processes in ceramic membranes used for the recovery and recycle of oil sands produced water,Yves Thibault,2016-04-23
883,Internal technical report/Rapport technique interne,Identification du potentiel de récupération de l’énergie dans les circuits de broyage,Gilles Leblanc,2016-04-23
884,Internal technical report/Rapport technique interne,Improving the performance of anaerobic bioreactors at sub-optimal temperatures,Sean Langley,2016-04-15
885,Internal technical report/Rapport technique interne,Testing and evaluation of modular thermal transfer unit for underground mine air conditioning,Gary Li,2016-04-13
886,Internal technical report/Rapport technique interne,Investigation of the extent of oxidation of iron oxides in magnetic biochars by X-ray photoelectron spectroscopy,Joanne Gamage McEvoy,2016-04-09
887,Internal technical report/Rapport technique interne,Rare Earth Element Technical Workshop Summary Report,NRCan,2016-04-07
888,Internal technical report/Rapport technique interne,CCU-1e: Preparation of a certified reference material for a copper concentrate,Maureen Leaver,2016-01-29
889,Internal technical report/Rapport technique interne,ANALYSIS OF FERROUS ION AND FREE ACID IN RARE EARTH PROCESSING SOLUTIONS USING TITRATION METHODS ,Emma Riley,2016-01-27
890,Internal technical report/Rapport technique interne,REE-Preparation of a rare earth certified reference material,Maureen Leaver,2016-01-20
891,Internal technical report/Rapport technique interne,Increasing REEs leaching from apatite by bioleaching microorganisms in phosphate,Lyne Lortie,2015-10-14
892,Internal technical report/Rapport technique interne,Operator’s Manual for the GigE CanCam Software,Ken Judge,2015-10-07
893,Internal technical report/Rapport technique interne,Testing and evaluation of a modular thermal transfer unit for mine air conditioning,Gary Li,2015-09-25
894,Internal technical report/Rapport technique interne,Characterization and potential environmental uses of red mud-modified biochars,Suzanne Beauchemin,2015-07-16
895,Internal technical report/Rapport technique interne,Radium Remobilization in Submerged Uranium Tailings - A Literature Review,John Kwong,2015-07-09
896,Internal technical report/Rapport technique interne,Characterization of radioactive surrogated waste,J.F. Fiset,2015-06-05
897,Internal technical report/Rapport technique interne,Proficiency Testing Mineral for Mineral Analysis Laboratories - April 2015 cycle (final report),Diane Desroches,2015-05-29
898,Internal technical report/Rapport technique interne,Commissioning of the Thunder Scientific 2500 Humidity Generator Final,Kevin Butler,2015-05-25
899,Internal technical report/Rapport technique interne,Sequential Extraction of Radium from Uranium Mine Tailings,"Fiset, Jean-Francois",2015-03-30
900,Internal technical report/Rapport technique interne,RTS-5:  Preparation of a Certified Reference Material,"Leaver, Maureen",2015-03-23
901,Internal technical report/Rapport technique interne,Increasing REE leaching through phosphate assimilation from apatite by bioleaching microorganisms in phosphate–free growth media,"Lortie, Lyne",2015-03-20
902,Internal technical report/Rapport technique interne,The Rare Earth Elements Projects - CanmetMINING Research Summary,"Desforges, Melissa",2015-02-25
903,Internal technical report/Rapport technique interne,Important Metal Carriers in the Athabasca Oil Sands Region: A Mineralogical Investigation,"Thibault, Yves",2014-12-08
904,Internal technical report/Rapport technique interne,Different Aspects of Mineralogical Characterization Applied to the Development of Rare Earth Elements (REE) Resources,"Thibault, Yves",2014-08-21
905,Internal technical report/Rapport technique interne,Sales Review for FY 2013-2014 for the Canadian Certified Reference Materials Project,"Salley, Joseph",2014-07-28
906,Internal technical report/Rapport technique interne,Biological Recovery of Freshwater and Marine Habitats Containing Submerged Reactive Mine Tailings,"Dave, Nand",2014-07-15
907,Internal technical report/Rapport technique interne,PTC-1b:  Preparation of a Certified Reference Material,"Leaver, Maureen",2014-05-06
908,Internal technical report/Rapport technique interne,Adapting the Freshwater Transformation/Dissolution Protocol for Metals and Metal Compounds to Marine Systems: A Response to International Maritime Organization Hazard Classification Requirements,"Huntsman-Mapila, Philippa",2014-04-17
909,Internal technical report/Rapport technique interne,Metal mobilization in waste rocks-toxicity testing using a modified Daphnia magna lethality test.,"Rickwood, Carrie",2014-04-01
910,Internal technical report/Rapport technique interne,The current situation of radioactive waste in Canada,"Bouzoubaa, Nabil",2014-04-01
911,Internal technical report/Rapport technique interne,A Weight of Evidence Approach to Assess the Cycling of Oil Sands Relevant Metals,"Huntsman-Mapila, Philippa",2014-03-25
912,Internal technical report/Rapport technique interne,Development of a 3-Line Profiler for Shear Box Samples,"Judge, Ken",2014-03-19
913,Internal technical report/Rapport technique interne,A Weight of Evidence Approach to Assess the Cycling of Oil Sands Relevant Metals,P. Huntsman-Mapila,2014-02-25
914,Internal technical report/Rapport technique interne,Application Methodology of a Hot Gas Plasma Torch for Production Fragmentation of Gold Bearing Quartz Veins,M.C. Bétournay,2013-12-13
915,Internal technical report/Rapport technique interne,Design of a New Plasma Torch Starter for Mining Application,N. Kandev,2013-12-13
916,Internal technical report/Rapport technique interne,Initial Underground Test Results of Thermal Fragmentation of Gold Bearing Quartz Veins,M.C. Bétournay,2013-12-13
917,Internal technical report/Rapport technique interne,Mine Hydrogen Distribution Leak Test Chamber Modelling Results,M.C. Bétournay,2013-12-13
918,Internal technical report/Rapport technique interne,Mine Hydrogen Distribution Leak Test Chamber Test Outline and Test Protocols,M.C. Bétournay,2013-12-13
919,Internal technical report/Rapport technique interne,Mine Hydrogen Distribution Leak Test Chamber Testing Equipment,M.C. Bétournay,2013-12-13
920,Internal technical report/Rapport technique interne,Production Mining Thermal Fragmentation Plasma Torch Equipment and Operation,M.C. Bétournay,2013-12-13
921,Internal technical report/Rapport technique interne,Surface Test Chamber Design for Simulating Underground Hydrogen Distribution Leak Behaviour,M.C. Bétournay,2013-12-13
922,Internal technical report/Rapport technique interne,A Weight of Evidence Approach to Assess the Cycling of Oil Sands Relevant Metals,C.J. Rickwood,2013-10-18
923,Internal technical report/Rapport technique interne,Metal mobilization in waste rocks – toxicity testing using a modified Daphnia magna lethality test,C.J. Rickwood,2013-10-18
924,Internal technical report/Rapport technique interne,CanmetMINING and the Mining Association of Canada Marine Hazard Classification Workshop Report,P. Huntsman-Mapila,2013-10-09
925,Internal technical report/Rapport technique interne,Torche au plasma – Infrastructure et équipement à la Mine-laboratoire,G. LeBlanc,2013-10-03
926,Internal technical report/Rapport technique interne,Proposal for a Four Year Production Plan for Canadian Certified Reference Materials Project,"M.E. Leaver, J. Salley",2013-09-12
927,Internal technical report/Rapport technique interne,Sales Review for FY 2012-2013 for the Canadian Certified Reference Materials Project,"M.E. Leaver, J. Salley",2013-09-12
928,Internal technical report/Rapport technique interne,Determining the Effect of a Reduced YCT Diet on the Ceriodaphnia dubi Sub-lethal Toxicity Test in Soft Water in Relation to the MMER-EEM Program,M. King,2013-07-05
